id,Null,uptime,country,location,ships,distinct,contributor,status,timezone,time,date
3215,,78 %,  Belgium,Antwerp,0,0,,Offline > 10 minutes,India Standard Time,12/10/2021,18:27:54
3483,,79 %,  Belgium,WIjnegem,0,0,,Offline > 24 hours,India Standard Time,12/10/2021,18:27:54
2127,,100 %,  Belgium,Izegem,79,0,,Online,India Standard Time,12/10/2021,18:27:54
3489,,100 %,  Brazil,Maceio,3,3,,Online,India Standard Time,12/10/2021,18:27:54
2517,,100 %,  Brazil,Belem,186,65,,Online,India Standard Time,12/10/2021,18:27:54
2850,,100 %,  Brazil,Fortaleza,9,9,German Aerospace Center (DLR),Online,India Standard Time,12/10/2021,18:27:54
2929,,0 %,  Brazil,Curitiba,0,0,,Dead,India Standard Time,12/10/2021,18:27:54
3019,,0 %,  Bulgaria,Varna,0,0,,Dead,India Standard Time,12/10/2021,18:27:54
2576,,0 %,  Bulgaria,Varna,0,0,,Dead,India Standard Time,12/10/2021,18:27:54
2025,,100 %,  Canada,"Windsor, Ontario",7,7,,Online,India Standard Time,12/10/2021,18:27:54
2042,,100 %,  Canada,Vancouver,131,18,,Online,India Standard Time,12/10/2021,18:27:54
2766,,0 %,  Angola,Zaire,0,0,,Dead,India Standard Time,12/10/2021,18:27:55
3061,,100 %,  Argentina,Buenos Aires,27,27,,Online,India Standard Time,12/10/2021,18:27:55
2070,,100 %,  Australia,"Nelson Bay, NSW",38,38,,Online,India Standard Time,12/10/2021,18:27:55
2739,,100 %,  Australia,Townsville,89,40,,Online,India Standard Time,12/10/2021,18:27:55
2465,,0 %,  Australia,Darwin,0,0,,Dead,India Standard Time,12/10/2021,18:27:55
2288,,99 %,  Australia,Johanna,5,5,,Online,India Standard Time,12/10/2021,18:27:55
2936,,87 %,  Australia,Kettering,22,21,,Online,India Standard Time,12/10/2021,18:27:55
2637,,72 %,  Australia,Devonport,8,6,,Online,India Standard Time,12/10/2021,18:27:55
3292,,99 %,  Australia,"Oakleigh, Victoria",4,4,SARCNET,Online,India Standard Time,12/10/2021,18:27:55
2234,,95 %,  Australia,Mt Arthur (N.Tasmania),2,1,,Online,India Standard Time,12/10/2021,18:27:55
2502,,100 %,  Australia,Scarborough,26,26,,Online,India Standard Time,12/10/2021,18:27:55
2675,,100 %,  Australia,Sydney,21,21,,Online,India Standard Time,12/10/2021,18:27:55
2864,,0 %,  Australia,Morayfield,0,0,,Dead,India Standard Time,12/10/2021,18:27:55
2995,,100 %,  Australia,Kingston,8,7,,Online,India Standard Time,12/10/2021,18:27:55
2360,,100 %,  Australia,Port Hedland,138,138,,Online,India Standard Time,12/10/2021,18:27:55
2701,,100 %,  Australia,O'Connor,69,69,,Online,India Standard Time,12/10/2021,18:27:55
2999,,100 %,  Australia,Mount Hicks,2,1,,Online,India Standard Time,12/10/2021,18:27:55
2556,,100 %,  Australia,Franklin,10,10,,Online,India Standard Time,12/10/2021,18:27:55
2801,,3 %,  Australia,Glenorcky,0,0,,Dead,India Standard Time,12/10/2021,18:27:55
2520,,100 %,  Austria,Vienna,16,5,,Online,India Standard Time,12/10/2021,18:27:55
3175,,100 %,  Austria,Vienna,11,1,,Online,India Standard Time,12/10/2021,18:27:55
2798,,100 %,  Austria,Linz,27,27,,Online,India Standard Time,12/10/2021,18:27:55
2984,,76 %,  Azerbaijan,Baku,54,54,,Online,India Standard Time,12/10/2021,18:27:55
2445,,0 %,  Bahamas,Freeport,0,0,,Dead,India Standard Time,12/10/2021,18:27:55
3075,,100 %,  Belgium,Aalst,1,1,,Online,India Standard Time,12/10/2021,18:27:55
3483,,79 %,  Belgium,WIjnegem,0,0,,Offline > 24 hours,India Standard Time,12/10/2021,18:27:55
2061,,100 %,  Belgium,Ostend,47,0,,Online,India Standard Time,12/10/2021,18:27:55
3359,,39 %,  Belgium,Schoten,1,0,,Online,India Standard Time,12/10/2021,18:27:55
3249,,100 %,  Belgium,Antwerp,94,0,,Online,India Standard Time,12/10/2021,18:27:55
2546,,100 %,  Belgium,Merchtem,31,6,,Online,India Standard Time,12/10/2021,18:27:55
2300,,100 %,  Belgium,Antwerp Harbour 1,246,1,www.vemasys.com,Online,India Standard Time,12/10/2021,18:27:55
2404,,100 %,  Belgium,Bruges,186,28,dotOcean,Online,India Standard Time,12/10/2021,18:27:55
2981,,100 %,  Belgium,Oostende,109,0,,Online,India Standard Time,12/10/2021,18:27:55
3215,,78 %,  Belgium,Antwerp,0,0,,Offline > 10 minutes,India Standard Time,12/10/2021,18:27:55
2145,,100 %,  Belgium,Antwerp2,501,144,Tresco Engineering,Online,India Standard Time,12/10/2021,18:27:55
2292,,100 %,  Belgium,Gent,355,225,,Online,India Standard Time,12/10/2021,18:27:55
2723,,0 %,  Belgium,Antwerp Harbour 2,0,0,www.vemasys.com,Dead,India Standard Time,12/10/2021,18:27:55
2127,,100 %,  Belgium,Izegem,79,0,,Online,India Standard Time,12/10/2021,18:27:55
3459,,100 %,  Belgium,Oostende,81,2,Flanders Marine Institute,Online,India Standard Time,12/10/2021,18:27:55
2276,,100 %,  Belgium,Schilde,297,15,,Online,India Standard Time,12/10/2021,18:27:55
3152,,100 %,  Belgium,Zeebrugge,204,49,Citymesh,Online,India Standard Time,12/10/2021,18:27:55
2709,,0 %,  Belgium,"Watervliet, St Laureins",0,0,,Dead,India Standard Time,12/10/2021,18:27:55
3489,,100 %,  Brazil,Maceio,3,3,,Online,India Standard Time,12/10/2021,18:27:55
2850,,100 %,  Brazil,Fortaleza,9,9,German Aerospace Center (DLR),Online,India Standard Time,12/10/2021,18:27:55
2929,,0 %,  Brazil,Curitiba,0,0,,Dead,India Standard Time,12/10/2021,18:27:55
2517,,100 %,  Brazil,Belem,186,65,,Online,India Standard Time,12/10/2021,18:27:55
2576,,0 %,  Bulgaria,Varna,0,0,,Dead,India Standard Time,12/10/2021,18:27:55
3019,,0 %,  Bulgaria,Varna,0,0,,Dead,India Standard Time,12/10/2021,18:27:55
2853,,100 %,  Canada,Vancouver,30,1,,Online,India Standard Time,12/10/2021,18:27:55
2463,,100 %,  Canada,Prince Rupert,53,4,,Online,India Standard Time,12/10/2021,18:27:55
2766,,0 %,  Angola,Zaire,0,0,,Dead,India Standard Time,12/10/2021,18:27:56
3061,,100 %,  Argentina,Buenos Aires,27,27,,Online,India Standard Time,12/10/2021,18:27:56
2739,,100 %,  Australia,Townsville,89,40,,Online,India Standard Time,12/10/2021,18:27:56
2288,,99 %,  Australia,Johanna,5,5,,Online,India Standard Time,12/10/2021,18:27:56
2637,,72 %,  Australia,Devonport,8,6,,Online,India Standard Time,12/10/2021,18:27:56
2995,,100 %,  Australia,Kingston,8,7,,Online,India Standard Time,12/10/2021,18:27:56
3292,,99 %,  Australia,"Oakleigh, Victoria",4,4,SARCNET,Online,India Standard Time,12/10/2021,18:27:56
2999,,100 %,  Australia,Mount Hicks,2,1,,Online,India Standard Time,12/10/2021,18:27:56
2502,,100 %,  Australia,Scarborough,26,26,,Online,India Standard Time,12/10/2021,18:27:56
2675,,100 %,  Australia,Sydney,21,21,,Online,India Standard Time,12/10/2021,18:27:56
2234,,95 %,  Australia,Mt Arthur (N.Tasmania),2,1,,Online,India Standard Time,12/10/2021,18:27:56
2360,,100 %,  Australia,Port Hedland,138,138,,Online,India Standard Time,12/10/2021,18:27:56
2701,,100 %,  Australia,O'Connor,69,69,,Online,India Standard Time,12/10/2021,18:27:56
2556,,100 %,  Australia,Franklin,10,10,,Online,India Standard Time,12/10/2021,18:27:56
2070,,100 %,  Australia,"Nelson Bay, NSW",38,38,,Online,India Standard Time,12/10/2021,18:27:56
2864,,0 %,  Australia,Morayfield,0,0,,Dead,India Standard Time,12/10/2021,18:27:56
2936,,87 %,  Australia,Kettering,22,21,,Online,India Standard Time,12/10/2021,18:27:56
2465,,0 %,  Australia,Darwin,0,0,,Dead,India Standard Time,12/10/2021,18:27:56
2801,,3 %,  Australia,Glenorcky,0,0,,Dead,India Standard Time,12/10/2021,18:27:56
3175,,100 %,  Austria,Vienna,11,1,,Online,India Standard Time,12/10/2021,18:27:56
2798,,100 %,  Austria,Linz,27,27,,Online,India Standard Time,12/10/2021,18:27:56
2520,,100 %,  Austria,Vienna,16,5,,Online,India Standard Time,12/10/2021,18:27:56
2984,,76 %,  Azerbaijan,Baku,54,54,,Online,India Standard Time,12/10/2021,18:27:56
2445,,0 %,  Bahamas,Freeport,0,0,,Dead,India Standard Time,12/10/2021,18:27:56
2981,,100 %,  Belgium,Oostende,109,0,,Online,India Standard Time,12/10/2021,18:27:56
3359,,39 %,  Belgium,Schoten,1,0,,Online,India Standard Time,12/10/2021,18:27:56
2061,,100 %,  Belgium,Ostend,47,0,,Online,India Standard Time,12/10/2021,18:27:56
3249,,100 %,  Belgium,Antwerp,94,0,,Online,India Standard Time,12/10/2021,18:27:56
3483,,79 %,  Belgium,WIjnegem,0,0,,Offline > 24 hours,India Standard Time,12/10/2021,18:27:56
2300,,100 %,  Belgium,Antwerp Harbour 1,246,1,www.vemasys.com,Online,India Standard Time,12/10/2021,18:27:56
2404,,100 %,  Belgium,Bruges,186,28,dotOcean,Online,India Standard Time,12/10/2021,18:27:56
3215,,78 %,  Belgium,Antwerp,0,0,,Offline > 10 minutes,India Standard Time,12/10/2021,18:27:56
2276,,100 %,  Belgium,Schilde,297,15,,Online,India Standard Time,12/10/2021,18:27:56
2723,,0 %,  Belgium,Antwerp Harbour 2,0,0,www.vemasys.com,Dead,India Standard Time,12/10/2021,18:27:56
2145,,100 %,  Belgium,Antwerp2,501,144,Tresco Engineering,Online,India Standard Time,12/10/2021,18:27:56
3075,,100 %,  Belgium,Aalst,1,1,,Online,India Standard Time,12/10/2021,18:27:56
2292,,100 %,  Belgium,Gent,355,225,,Online,India Standard Time,12/10/2021,18:27:56
3152,,100 %,  Belgium,Zeebrugge,204,49,Citymesh,Online,India Standard Time,12/10/2021,18:27:56
2709,,0 %,  Belgium,"Watervliet, St Laureins",0,0,,Dead,India Standard Time,12/10/2021,18:27:56
2127,,100 %,  Belgium,Izegem,79,0,,Online,India Standard Time,12/10/2021,18:27:56
2546,,100 %,  Belgium,Merchtem,31,6,,Online,India Standard Time,12/10/2021,18:27:56
3459,,100 %,  Belgium,Oostende,81,2,Flanders Marine Institute,Online,India Standard Time,12/10/2021,18:27:56
2929,,0 %,  Brazil,Curitiba,0,0,,Dead,India Standard Time,12/10/2021,18:27:56
3489,,100 %,  Brazil,Maceio,3,3,,Online,India Standard Time,12/10/2021,18:27:56
2850,,100 %,  Brazil,Fortaleza,9,9,German Aerospace Center (DLR),Online,India Standard Time,12/10/2021,18:27:56
2517,,100 %,  Brazil,Belem,186,65,,Online,India Standard Time,12/10/2021,18:27:56
2576,,0 %,  Bulgaria,Varna,0,0,,Dead,India Standard Time,12/10/2021,18:27:56
3019,,0 %,  Bulgaria,Varna,0,0,,Dead,India Standard Time,12/10/2021,18:27:56
2593,,100 %,  Canada,Prince Rupert,72,23,,Online,India Standard Time,12/10/2021,18:27:56
3103,,100 %,  Canada,Multiple Locations,117,1,,Online,India Standard Time,12/10/2021,18:27:56
2766,,0 %,  Angola,Zaire,0,0,,Dead,India Standard Time,12/10/2021,18:27:57
3061,,100 %,  Argentina,Buenos Aires,27,27,,Online,India Standard Time,12/10/2021,18:27:57
2999,,100 %,  Australia,Mount Hicks,2,1,,Online,India Standard Time,12/10/2021,18:27:57
2465,,0 %,  Australia,Darwin,0,0,,Dead,India Standard Time,12/10/2021,18:27:57
2502,,100 %,  Australia,Scarborough,26,26,,Online,India Standard Time,12/10/2021,18:27:57
2288,,99 %,  Australia,Johanna,5,5,,Online,India Standard Time,12/10/2021,18:27:57
2739,,100 %,  Australia,Townsville,89,40,,Online,India Standard Time,12/10/2021,18:27:57
2936,,87 %,  Australia,Kettering,22,21,,Online,India Standard Time,12/10/2021,18:27:57
2637,,72 %,  Australia,Devonport,8,6,,Online,India Standard Time,12/10/2021,18:27:57
3292,,99 %,  Australia,"Oakleigh, Victoria",4,4,SARCNET,Online,India Standard Time,12/10/2021,18:27:57
2864,,0 %,  Australia,Morayfield,0,0,,Dead,India Standard Time,12/10/2021,18:27:57
2234,,95 %,  Australia,Mt Arthur (N.Tasmania),2,1,,Online,India Standard Time,12/10/2021,18:27:57
2801,,3 %,  Australia,Glenorcky,0,0,,Dead,India Standard Time,12/10/2021,18:27:57
2360,,100 %,  Australia,Port Hedland,138,138,,Online,India Standard Time,12/10/2021,18:27:57
2675,,100 %,  Australia,Sydney,21,21,,Online,India Standard Time,12/10/2021,18:27:57
2556,,100 %,  Australia,Franklin,10,10,,Online,India Standard Time,12/10/2021,18:27:57
2701,,100 %,  Australia,O'Connor,69,69,,Online,India Standard Time,12/10/2021,18:27:57
2070,,100 %,  Australia,"Nelson Bay, NSW",38,38,,Online,India Standard Time,12/10/2021,18:27:57
2995,,100 %,  Australia,Kingston,8,7,,Online,India Standard Time,12/10/2021,18:27:57
3175,,100 %,  Austria,Vienna,11,1,,Online,India Standard Time,12/10/2021,18:27:57
2520,,100 %,  Austria,Vienna,16,5,,Online,India Standard Time,12/10/2021,18:27:57
2798,,100 %,  Austria,Linz,27,27,,Online,India Standard Time,12/10/2021,18:27:57
2984,,76 %,  Azerbaijan,Baku,54,54,,Online,India Standard Time,12/10/2021,18:27:57
2445,,0 %,  Bahamas,Freeport,0,0,,Dead,India Standard Time,12/10/2021,18:27:57
3483,,79 %,  Belgium,WIjnegem,0,0,,Offline > 24 hours,India Standard Time,12/10/2021,18:27:57
2145,,100 %,  Belgium,Antwerp2,501,144,Tresco Engineering,Online,India Standard Time,12/10/2021,18:27:57
2292,,100 %,  Belgium,Gent,355,225,,Online,India Standard Time,12/10/2021,18:27:57
3359,,39 %,  Belgium,Schoten,1,0,,Online,India Standard Time,12/10/2021,18:27:57
3249,,100 %,  Belgium,Antwerp,94,0,,Online,India Standard Time,12/10/2021,18:27:57
3075,,100 %,  Belgium,Aalst,1,1,,Online,India Standard Time,12/10/2021,18:27:57
3215,,78 %,  Belgium,Antwerp,0,0,,Offline > 10 minutes,India Standard Time,12/10/2021,18:27:57
2127,,100 %,  Belgium,Izegem,79,0,,Online,India Standard Time,12/10/2021,18:27:57
2300,,100 %,  Belgium,Antwerp Harbour 1,246,1,www.vemasys.com,Online,India Standard Time,12/10/2021,18:27:57
2404,,100 %,  Belgium,Bruges,186,28,dotOcean,Online,India Standard Time,12/10/2021,18:27:57
3152,,100 %,  Belgium,Zeebrugge,204,49,Citymesh,Online,India Standard Time,12/10/2021,18:27:57
2981,,100 %,  Belgium,Oostende,109,0,,Online,India Standard Time,12/10/2021,18:27:57
2061,,100 %,  Belgium,Ostend,47,0,,Online,India Standard Time,12/10/2021,18:27:57
3459,,100 %,  Belgium,Oostende,81,2,Flanders Marine Institute,Online,India Standard Time,12/10/2021,18:27:57
2546,,100 %,  Belgium,Merchtem,31,6,,Online,India Standard Time,12/10/2021,18:27:57
2276,,100 %,  Belgium,Schilde,297,15,,Online,India Standard Time,12/10/2021,18:27:57
2723,,0 %,  Belgium,Antwerp Harbour 2,0,0,www.vemasys.com,Dead,India Standard Time,12/10/2021,18:27:57
2709,,0 %,  Belgium,"Watervliet, St Laureins",0,0,,Dead,India Standard Time,12/10/2021,18:27:57
2850,,100 %,  Brazil,Fortaleza,9,9,German Aerospace Center (DLR),Online,India Standard Time,12/10/2021,18:27:57
3489,,100 %,  Brazil,Maceio,3,3,,Online,India Standard Time,12/10/2021,18:27:57
2517,,100 %,  Brazil,Belem,186,65,,Online,India Standard Time,12/10/2021,18:27:57
2929,,0 %,  Brazil,Curitiba,0,0,,Dead,India Standard Time,12/10/2021,18:27:57
2576,,0 %,  Bulgaria,Varna,0,0,,Dead,India Standard Time,12/10/2021,18:27:57
3019,,0 %,  Bulgaria,Varna,0,0,,Dead,India Standard Time,12/10/2021,18:27:57
2593,,100 %,  Canada,Prince Rupert,72,23,,Online,India Standard Time,12/10/2021,18:27:57
2463,,100 %,  Canada,Prince Rupert,53,4,,Online,India Standard Time,12/10/2021,18:27:57
2766,,0 %,  Angola,Zaire,0,0,,Dead,India Standard Time,12/10/2021,18:27:58
3061,,100 %,  Argentina,Buenos Aires,27,27,,Online,India Standard Time,12/10/2021,18:27:58
2288,,99 %,  Australia,Johanna,5,5,,Online,India Standard Time,12/10/2021,18:27:58
2637,,72 %,  Australia,Devonport,8,6,,Online,India Standard Time,12/10/2021,18:27:58
2995,,100 %,  Australia,Kingston,8,7,,Online,India Standard Time,12/10/2021,18:27:58
3292,,99 %,  Australia,"Oakleigh, Victoria",4,4,SARCNET,Online,India Standard Time,12/10/2021,18:27:58
2999,,100 %,  Australia,Mount Hicks,2,1,,Online,India Standard Time,12/10/2021,18:27:58
2234,,95 %,  Australia,Mt Arthur (N.Tasmania),2,1,,Online,India Standard Time,12/10/2021,18:27:58
2675,,100 %,  Australia,Sydney,21,21,,Online,India Standard Time,12/10/2021,18:27:58
2701,,100 %,  Australia,O'Connor,69,69,,Online,India Standard Time,12/10/2021,18:27:58
2070,,100 %,  Australia,"Nelson Bay, NSW",38,38,,Online,India Standard Time,12/10/2021,18:27:58
2936,,87 %,  Australia,Kettering,22,21,,Online,India Standard Time,12/10/2021,18:27:58
2360,,100 %,  Australia,Port Hedland,138,138,,Online,India Standard Time,12/10/2021,18:27:58
2465,,0 %,  Australia,Darwin,0,0,,Dead,India Standard Time,12/10/2021,18:27:58
2556,,100 %,  Australia,Franklin,10,10,,Online,India Standard Time,12/10/2021,18:27:58
2864,,0 %,  Australia,Morayfield,0,0,,Dead,India Standard Time,12/10/2021,18:27:58
2502,,100 %,  Australia,Scarborough,26,26,,Online,India Standard Time,12/10/2021,18:27:58
2739,,100 %,  Australia,Townsville,89,40,,Online,India Standard Time,12/10/2021,18:27:58
2801,,3 %,  Australia,Glenorcky,0,0,,Dead,India Standard Time,12/10/2021,18:27:58
2520,,100 %,  Austria,Vienna,16,5,,Online,India Standard Time,12/10/2021,18:27:58
2798,,100 %,  Austria,Linz,27,27,,Online,India Standard Time,12/10/2021,18:27:58
3175,,100 %,  Austria,Vienna,11,1,,Online,India Standard Time,12/10/2021,18:27:58
2984,,76 %,  Azerbaijan,Baku,54,54,,Online,India Standard Time,12/10/2021,18:27:58
2445,,0 %,  Bahamas,Freeport,0,0,,Dead,India Standard Time,12/10/2021,18:27:58
2127,,100 %,  Belgium,Izegem,79,0,,Online,India Standard Time,12/10/2021,18:27:58
3215,,78 %,  Belgium,Antwerp,0,0,,Offline > 10 minutes,India Standard Time,12/10/2021,18:27:58
2300,,100 %,  Belgium,Antwerp Harbour 1,246,1,www.vemasys.com,Online,India Standard Time,12/10/2021,18:27:58
2404,,100 %,  Belgium,Bruges,186,28,dotOcean,Online,India Standard Time,12/10/2021,18:27:58
2061,,100 %,  Belgium,Ostend,47,0,,Online,India Standard Time,12/10/2021,18:27:58
3459,,100 %,  Belgium,Oostende,81,2,Flanders Marine Institute,Online,India Standard Time,12/10/2021,18:27:58
2723,,0 %,  Belgium,Antwerp Harbour 2,0,0,www.vemasys.com,Dead,India Standard Time,12/10/2021,18:27:58
2276,,100 %,  Belgium,Schilde,297,15,,Online,India Standard Time,12/10/2021,18:27:58
3075,,100 %,  Belgium,Aalst,1,1,,Online,India Standard Time,12/10/2021,18:27:58
2546,,100 %,  Belgium,Merchtem,31,6,,Online,India Standard Time,12/10/2021,18:27:58
3152,,100 %,  Belgium,Zeebrugge,204,49,Citymesh,Online,India Standard Time,12/10/2021,18:27:58
2709,,0 %,  Belgium,"Watervliet, St Laureins",0,0,,Dead,India Standard Time,12/10/2021,18:27:58
3483,,79 %,  Belgium,WIjnegem,0,0,,Offline > 24 hours,India Standard Time,12/10/2021,18:27:58
2145,,100 %,  Belgium,Antwerp2,501,144,Tresco Engineering,Online,India Standard Time,12/10/2021,18:27:58
2981,,100 %,  Belgium,Oostende,109,0,,Online,India Standard Time,12/10/2021,18:27:58
3359,,39 %,  Belgium,Schoten,1,0,,Online,India Standard Time,12/10/2021,18:27:58
2292,,100 %,  Belgium,Gent,355,225,,Online,India Standard Time,12/10/2021,18:27:58
3249,,100 %,  Belgium,Antwerp,94,0,,Online,India Standard Time,12/10/2021,18:27:58
2517,,100 %,  Brazil,Belem,186,65,,Online,India Standard Time,12/10/2021,18:27:58
2929,,0 %,  Brazil,Curitiba,0,0,,Dead,India Standard Time,12/10/2021,18:27:58
2850,,100 %,  Brazil,Fortaleza,9,9,German Aerospace Center (DLR),Online,India Standard Time,12/10/2021,18:27:58
3489,,100 %,  Brazil,Maceio,3,3,,Online,India Standard Time,12/10/2021,18:27:58
3019,,0 %,  Bulgaria,Varna,0,0,,Dead,India Standard Time,12/10/2021,18:27:58
2576,,0 %,  Bulgaria,Varna,0,0,,Dead,India Standard Time,12/10/2021,18:27:58
2660,,100 %,  Canada,Sorel-Tracy,14,0,,Online,India Standard Time,12/10/2021,18:27:58
3238,,100 %,  Canada,East Point Saturna Island,30,2,,Online,India Standard Time,12/10/2021,18:27:58
2766,,0 %,  Angola,Zaire,0,0,,Dead,India Standard Time,12/10/2021,18:28:50
3061,,100 %,  Argentina,Buenos Aires,27,27,,Online,India Standard Time,12/10/2021,18:28:50
2675,,100 %,  Australia,Sydney,21,21,,Online,India Standard Time,12/10/2021,18:28:50
2936,,87 %,  Australia,Kettering,22,21,,Online,India Standard Time,12/10/2021,18:28:50
2701,,100 %,  Australia,O'Connor,69,69,,Online,India Standard Time,12/10/2021,18:28:50
2234,,95 %,  Australia,Mt Arthur (N.Tasmania),2,1,,Online,India Standard Time,12/10/2021,18:28:50
2502,,100 %,  Australia,Scarborough,26,26,,Online,India Standard Time,12/10/2021,18:28:50
2288,,99 %,  Australia,Johanna,5,5,,Online,India Standard Time,12/10/2021,18:28:50
2864,,0 %,  Australia,Morayfield,0,0,,Dead,India Standard Time,12/10/2021,18:28:50
2739,,100 %,  Australia,Townsville,89,40,,Online,India Standard Time,12/10/2021,18:28:50
2801,,3 %,  Australia,Glenorcky,0,0,,Dead,India Standard Time,12/10/2021,18:28:50
2995,,100 %,  Australia,Kingston,8,7,,Online,India Standard Time,12/10/2021,18:28:50
2070,,100 %,  Australia,"Nelson Bay, NSW",38,38,,Online,India Standard Time,12/10/2021,18:28:50
3292,,99 %,  Australia,"Oakleigh, Victoria",4,4,SARCNET,Online,India Standard Time,12/10/2021,18:28:50
2999,,100 %,  Australia,Mount Hicks,2,1,,Online,India Standard Time,12/10/2021,18:28:50
2637,,72 %,  Australia,Devonport,8,6,,Online,India Standard Time,12/10/2021,18:28:50
